Crop,Land_Area_ha,Soil_Fertility,Growth_Stage,Region,Urea_kg
Cotton,0.37,Medium,Initial,Central,10.69
Sugarcane,4.94,Low,Initial,North,349.25
Maize,0.67,Medium,Late,East,14.0
Wheat,3.02,Medium,Mid,West,161.9
Wheat,0.81,Medium,Mid,South,40.13
Rice,1.75,Medium,Mid,Central,114.54
Maize,2.66,Medium,Late,West,60.43
Sugarcane,2.65,High,Mid,East,163.07
Cotton,0.66,Low,Initial,South,24.22
Cotton,0.55,High,Initial,South,11.81
Sugarcane,0.94,Medium,Mid,Central,75.31
Mustard,0.4,Medium,Late,West,5.29
Pulses,1.18,Medium,Initial,West,15.69
Rice,0.56,Low,Mid,South,38.72
Cotton,2.13,Low,Initial,North,73.47
Maize,0.67,Medium,Late,South,14.08
Rice,0.3,High,Mid,East,16.52
Maize,2.67,High,Mid,West,111.71
Mustard,1.14,Medium,Initial,Central,28.46
Wheat,1.02,Low,Initial,West,45.07
Rice,2.15,Medium,Mid,South,147.17
Cotton,1.84,Medium,Mid,East,87.63
Rice,0.59,High,Initial,North,21.29
Rice,0.73,High,Late,West,17.13
Rice,0.46,High,Mid,South,22.95
Pulses,0.36,Medium,Mid,South,6.91
Rice,1.5,Medium,Initial,South,71.91
Maize,1.32,Medium,Initial,East,51.95
Wheat,1.7,High,Mid,South,80.41
Mustard,2.45,Low,Mid,South,84.48
Sugarcane,1.72,Low,Mid,South,183.32
Rice,1.83,Low,Late,West,60.08
Cotton,0.23,High,Mid,South,8.61
Rice,0.81,Medium,Initial,East,39.43
Cotton,1.96,Medium,Late,West,33.88
Maize,0.44,High,Mid,South,19.68
Cotton,1.07,High,Initial,North,30.58
Sugarcane,1.44,Medium,Initial,East,80.9
Wheat,1.36,Low,Mid,North,85.75
Cotton,1.29,High,Late,East,21.16
Cotton,1.52,High,Initial,North,40.19
Wheat,1.13,Medium,Mid,South,62.33
Sugarcane,0.36,Medium,Mid,North,28.83
Rice,1.43,Medium,Late,North,30.96
Cotton,1.22,High,Mid,East,37.24
Wheat,0.36,Medium,Late,South,9.36
Maize,2.63,Medium,Mid,East,129.39
Wheat,1.45,Low,Initial,South,70.08
Maize,0.38,High,Initial,Central,12.57
Sugarcane,0.56,Medium,Initial,West,31.64
Rice,0.67,Low,Mid,West,45.14
Wheat,0.67,Medium,Late,East,17.03
Mustard,1.23,Medium,Initial,South,30.75
Mustard,0.5,Medium,Mid,North,19.38
Pulses,2.2,Medium,Initial,West,28.48
Cotton,2.08,Medium,Mid,East,100.25
Sugarcane,1.54,High,Late,East,44.01
Wheat,1.03,Low,Initial,East,53.3
Mustard,1.93,Low,Mid,South,69.64
Cotton,0.82,Low,Initial,East,30.08
Mustard,0.6,Medium,Mid,Central,19.15
Wheat,2.3,Medium,Initial,North,90.6
Maize,1.25,High,Mid,East,58.44
Wheat,0.62,Medium,Mid,South,30.02
Pulses,0.75,Medium,Mid,North,13.86
Wheat,0.6,High,Initial,North,22.93
Wheat,4.12,Medium,Mid,West,245.6
Pulses,1.0,High,Mid,East,17.17
Sugarcane,1.12,Medium,Mid,East,97.55
Wheat,1.66,Medium,Initial,South,63.84
Pulses,0.43,Medium,Late,Central,3.18
Cotton,2.15,Medium,Mid,Central,78.1
Maize,0.65,Low,Initial,West,24.6
Maize,3.6,Medium,Initial,Central,139.98
Wheat,0.8,Medium,Late,South,17.52
Sugarcane,2.07,High,Initial,West,120.27
Sugarcane,0.2,Medium,Late,East,6.92
Cotton,0.44,High,Mid,Central,15.42
Wheat,0.81,Medium,Mid,South,41.95
Maize,0.24,Medium,Mid,South,10.06
Sugarcane,1.52,High,Initial,East,92.24
Wheat,1.24,Medium,Initial,South,54.8
Mustard,0.5,High,Initial,West,10.91
Sugarcane,0.99,Medium,Late,West,36.59
Pulses,1.76,Medium,Mid,North,29.25
Mustard,0.23,Low,Mid,East,7.85
Sugarcane,0.41,Medium,Initial,South,26.46
Maize,0.79,Medium,Mid,Central,45.64
Rice,1.02,Medium,Initial,West,50.19
Mustard,0.96,Low,Initial,East,30.28
Cotton,1.86,Low,Initial,East,65.24
Cotton,1.4,Low,Mid,West,70.02
Maize,1.63,Low,Mid,North,88.81
Sugarcane,0.38,Medium,Mid,East,31.98
Wheat,1.11,High,Mid,South,47.96
Sugarcane,0.81,High,Late,Central,27.14
Maize,2.78,Medium,Mid,Central,151.68
Cotton,1.13,High,Mid,West,32.16
Sugarcane,0.63,Medium,Mid,East,58.58
Cotton,1.82,High,Late,Central,34.74
Mustard,1.48,Low,Mid,East,52.86
Wheat,0.56,Medium,Mid,West,29.1
Mustard,0.78,Medium,Initial,North,21.58
Cotton,0.79,Low,Late,Central,16.69
Cotton,2.36,Medium,Initial,South,72.87
Rice,1.15,Medium,Initial,West,65.19
Rice,1.66,High,Mid,North,77.0
Mustard,0.71,Medium,Late,South,8.95
Pulses,1.26,Low,Mid,South,26.71
Mustard,2.49,Medium,Mid,Central,66.39
Rice,0.78,Medium,Late,East,21.35
Cotton,1.08,Medium,Mid,West,40.96
Maize,0.39,Low,Mid,South,23.55
Mustard,0.59,Medium,Mid,Central,19.91
Cotton,0.79,Medium,Late,North,11.85
Maize,0.48,Medium,Mid,South,21.48
Maize,2.52,High,Late,North,43.92
Rice,0.56,High,Initial,West,21.98
Mustard,1.73,Medium,Initial,Central,38.21
Sugarcane,1.14,Medium,Initial,North,75.05
Wheat,1.02,Medium,Mid,East,52.38
Rice,2.83,Medium,Late,North,83.91
Rice,0.21,Low,Initial,North,11.58
Sugarcane,0.87,Low,Initial,Central,57.58
Wheat,0.47,High,Initial,Central,19.28
Cotton,0.25,Medium,Mid,South,11.48
Pulses,0.43,Medium,Initial,North,6.24
Mustard,1.01,Medium,Initial,North,24.2
Pulses,0.6,Medium,Late,Central,4.35
Cotton,1.87,Low,Mid,East,98.52
Rice,0.86,Low,Mid,Central,68.18
Wheat,0.8,Low,Mid,East,46.35
Rice,0.8,Medium,Mid,Central,47.36
Maize,0.93,Medium,Initial,West,36.45
Rice,0.75,Low,Late,North,21.2
Rice,0.55,Medium,Mid,East,33.2
Cotton,2.0,Low,Initial,West,62.92
Cotton,0.65,Medium,Initial,East,18.66
Cotton,0.76,High,Initial,South,18.62
Pulses,1.35,Medium,Mid,South,25.98
Maize,1.25,High,Mid,North,43.36
Cotton,0.54,High,Mid,West,18.64
Wheat,1.7,Medium,Initial,West,70.89
Pulses,1.46,Medium,Late,South,12.53
Sugarcane,1.13,High,Late,North,35.55
Wheat,0.74,Medium,Mid,South,37.65
Mustard,0.75,Medium,Mid,West,21.11
Mustard,0.87,High,Late,East,11.58
Wheat,0.42,Medium,Mid,West,23.21
Cotton,0.97,Low,Mid,North,43.08
Sugarcane,1.87,Medium,Initial,West,124.48
Sugarcane,1.85,High,Mid,Central,122.7
Pulses,0.77,Medium,Initial,West,10.4
Sugarcane,2.11,Medium,Initial,Central,125.91
Mustard,3.8,High,Late,South,46.64
Maize,0.8,Medium,Mid,Central,36.08
Cotton,1.62,Medium,Late,West,27.49
Sugarcane,0.21,Medium,Mid,West,15.06
Pulses,0.41,Medium,Late,West,3.3
Mustard,1.07,Medium,Mid,North,34.88
Maize,0.49,Medium,Mid,South,21.33
Rice,4.17,Medium,Initial,Central,214.66
Rice,1.52,High,Initial,East,55.03
Maize,1.97,Low,Mid,Central,137.82
Mustard,0.98,Medium,Mid,West,28.41
Pulses,0.5,Medium,Initial,East,7.82
Maize,0.7,High,Mid,East,30.45
Cotton,1.19,Low,Initial,Central,44.78
Cotton,0.64,Medium,Initial,Central,17.98
Rice,1.6,Low,Mid,Central,126.93
Sugarcane,1.65,Medium,Late,Central,60.12
Pulses,1.0,Low,Initial,South,16.58
Rice,0.28,Medium,Mid,North,17.39
Sugarcane,3.32,Medium,Late,North,121.12
Sugarcane,0.86,High,Mid,Central,54.6
Cotton,6.66,Medium,Mid,North,265.71
Mustard,1.58,Low,Initial,Central,43.05
Wheat,0.86,Medium,Mid,Central,43.76
Mustard,1.37,High,Mid,Central,37.5
Wheat,0.24,Medium,Mid,South,13.34
Maize,2.05,High,Late,West,38.13
Cotton,6.03,High,Mid,North,205.48
Sugarcane,0.23,Low,Initial,North,17.47
Pulses,0.82,Medium,Late,South,6.57
Wheat,0.93,Medium,Mid,South,49.64
Mustard,1.85,Medium,Late,Central,26.53
Sugarcane,4.37,Medium,Mid,Central,399.57
Wheat,1.31,Medium,Initial,West,46.84
Wheat,4.48,High,Mid,North,199.01
Wheat,1.13,Low,Mid,South,70.89
Pulses,1.37,High,Initial,West,13.33
Cotton,1.26,Low,Mid,North,66.71
Pulses,2.35,Low,Mid,West,48.38
Rice,0.74,High,Mid,West,42.35
Sugarcane,1.77,Medium,Initial,Central,125.46
Cotton,0.42,Medium,Mid,West,17.28
Cotton,0.82,Low,Initial,Central,23.29
Cotton,0.64,Medium,Mid,North,26.32
Mustard,1.06,Medium,Initial,North,26.61
Cotton,0.8,Medium,Initial,Central,22.73
Pulses,2.21,Medium,Initial,East,25.9
Cotton,0.54,High,Initial,West,14.69
Maize,0.3,Medium,Mid,North,12.89
Sugarcane,0.39,High,Late,West,13.84
Cotton,2.01,Medium,Mid,East,85.03
Sugarcane,0.51,Medium,Mid,West,45.24
Maize,1.32,Low,Late,East,34.2
Maize,0.81,Medium,Late,South,18.86
Sugarcane,1.78,High,Late,East,55.87
Wheat,0.85,Low,Initial,North,45.23
Rice,6.92,Low,Mid,Central,403.41
Mustard,3.78,Medium,Late,Central,58.14
Wheat,0.8,Low,Late,West,22.91
Wheat,0.73,High,Mid,South,32.27
Pulses,8.96,High,Initial,West,99.18
Mustard,0.47,Medium,Late,East,6.51
Mustard,0.96,Low,Mid,Central,36.2
Wheat,1.02,Medium,Mid,East,62.75
Cotton,1.0,Medium,Mid,Central,38.66
Pulses,0.3,High,Mid,Central,3.8
Pulses,1.42,Medium,Initial,Central,24.99
Maize,0.51,Medium,Initial,North,20.83
Mustard,2.73,Medium,Late,East,37.49
Wheat,0.36,High,Mid,West,17.98
Maize,1.04,Medium,Mid,South,55.29
Sugarcane,0.21,Medium,Late,West,7.77
Rice,0.22,Low,Mid,East,15.58
Pulses,0.56,Medium,Initial,South,8.13
Sugarcane,0.61,High,Mid,West,45.43
Sugarcane,2.79,Medium,Initial,South,142.62
Cotton,0.97,Medium,Initial,East,31.93
Rice,2.47,Medium,Mid,Central,161.93
Sugarcane,0.77,Medium,Late,East,28.9
Sugarcane,1.53,Low,Mid,North,143.03
Rice,0.6,Medium,Initial,South,32.33
Rice,0.57,Medium,Mid,East,36.09
Sugarcane,0.28,Low,Initial,Central,20.45
Rice,1.26,Medium,Mid,Central,83.03
Sugarcane,1.2,High,Initial,East,64.45
Sugarcane,1.72,Medium,Late,West,51.83
Cotton,1.16,Medium,Initial,East,38.15
Wheat,4.13,Medium,Initial,Central,179.16
Sugarcane,1.13,Medium,Mid,East,90.04
Maize,2.0,Low,Initial,North,87.48
Pulses,0.8,High,Mid,West,8.07
Mustard,0.53,Low,Late,East,9.75
Wheat,1.65,Medium,Initial,Central,76.42
Wheat,0.94,Medium,Mid,East,44.82
Wheat,1.79,Medium,Late,East,40.87
Cotton,1.28,Medium,Mid,South,58.17
Sugarcane,0.57,Medium,Late,East,18.64
Cotton,2.12,Low,Initial,North,80.52
Sugarcane,0.54,Medium,Initial,Central,32.88
Cotton,1.55,High,Initial,South,42.32
Cotton,2.45,High,Initial,East,67.32
Pulses,0.76,Low,Mid,West,14.91
Maize,2.25,Medium,Initial,North,89.83
Cotton,1.32,High,Mid,North,43.23
Pulses,1.82,Medium,Initial,North,20.88
Rice,0.56,Medium,Late,South,13.86
Maize,1.16,High,Initial,East,34.72
Cotton,0.37,High,Initial,North,8.39
Mustard,3.31,Medium,Mid,East,110.39
Wheat,0.24,Medium,Initial,West,9.78
Rice,0.78,Medium,Mid,East,51.9
Rice,0.52,Medium,Mid,East,35.22
Pulses,1.6,Medium,Late,East,14.08
Rice,3.84,Low,Mid,Central,292.8
Maize,1.58,Medium,Mid,South,69.21
Cotton,7.95,Low,Late,East,177.54
Cotton,0.38,Medium,Late,North,7.01
Mustard,0.4,Medium,Mid,Central,15.6
Wheat,0.54,Medium,Mid,East,29.5
Pulses,1.09,Medium,Mid,Central,20.55
Wheat,0.49,High,Mid,South,21.71
Rice,0.59,Low,Late,Central,19.31
Mustard,1.54,High,Mid,North,41.26
Wheat,0.42,High,Initial,East,14.63
Maize,0.45,Medium,Initial,North,17.73
Cotton,0.76,Medium,Initial,West,24.55
Rice,0.81,High,Initial,Central,32.57
Mustard,2.03,Low,Initial,Central,62.53
Wheat,0.53,Medium,Mid,Central,31.11
Pulses,0.6,Medium,Initial,South,7.56
Maize,1.5,Medium,Mid,North,67.21
Maize,1.75,High,Initial,West,58.12
Wheat,2.72,High,Initial,South,89.52
Cotton,1.39,High,Mid,South,41.95
Wheat,1.1,Low,Late,East,36.14
Rice,1.5,Low,Mid,West,94.95
Wheat,0.83,Medium,Mid,Central,38.34
Maize,0.83,Low,Mid,Central,43.72
Mustard,0.29,Medium,Initial,East,7.39
Wheat,1.87,Medium,Mid,Central,102.68
Cotton,1.16,Medium,Initial,North,43.42
Mustard,1.72,Medium,Mid,Central,50.6
Pulses,0.2,Medium,Mid,North,3.69
Sugarcane,0.97,Low,Mid,East,102.31
Wheat,0.55,Medium,Initial,East,21.98
Cotton,2.86,Medium,Mid,North,124.0
Mustard,1.54,Medium,Initial,Central,31.07
Cotton,1.18,High,Initial,East,37.84
Pulses,0.74,High,Initial,East,9.86
Maize,1.32,High,Mid,North,51.78
Cotton,0.52,Medium,Initial,East,18.17
Mustard,0.93,Low,Mid,Central,38.6
Cotton,0.67,Medium,Late,East,10.67
Cotton,4.89,Medium,Initial,North,144.7
Cotton,2.8,Medium,Mid,Central,129.87
Rice,2.1,High,Initial,West,85.6
Rice,0.35,Medium,Mid,North,23.16
Maize,1.83,High,Initial,West,58.53
Wheat,1.14,High,Late,East,25.84
Cotton,2.35,Low,Mid,Central,116.45
Pulses,1.25,Medium,Mid,East,23.25
Wheat,1.0,Medium,Initial,Central,33.35
Pulses,1.18,Medium,Late,South,9.82
Wheat,0.28,Medium,Late,East,7.42
Maize,0.58,Medium,Mid,East,25.85
Cotton,1.3,Low,Late,East,24.21
Cotton,2.22,Medium,Initial,North,73.55
Sugarcane,0.68,Medium,Mid,Central,56.73
Pulses,0.97,Low,Mid,Central,16.31
Wheat,0.33,Medium,Mid,Central,16.32
Wheat,2.78,Medium,Late,North,68.75
Rice,2.18,Medium,Initial,Central,115.22
Sugarcane,1.58,Low,Initial,East,109.83
Mustard,1.33,High,Initial,West,26.46
Mustard,2.96,Medium,Late,South,37.1
Rice,0.57,Low,Late,Central,20.96
Rice,0.53,Medium,Mid,North,33.83
Rice,2.1,Medium,Mid,North,123.61
Pulses,2.01,Medium,Mid,Central,32.25
Pulses,0.43,Medium,Mid,West,6.61
Maize,0.69,Medium,Initial,Central,31.66
Maize,3.26,Low,Mid,North,182.47
Rice,1.33,Low,Mid,South,90.93
Sugarcane,1.74,Medium,Mid,West,133.41
Wheat,0.44,Medium,Initial,Central,17.66
Pulses,1.58,Medium,Mid,South,27.63
Sugarcane,0.37,High,Late,Central,11.48
Cotton,0.25,Medium,Mid,West,9.84
Pulses,1.66,High,Mid,North,22.23
Pulses,2.73,Medium,Mid,West,51.91
Maize,0.84,Low,Mid,East,45.92
Wheat,0.68,High,Mid,Central,29.54
Wheat,3.31,Medium,Mid,South,162.94
Mustard,0.87,High,Mid,South,20.49
Mustard,0.96,Medium,Mid,West,29.96
Mustard,3.27,Medium,Mid,West,108.96
Mustard,0.78,High,Mid,West,18.81
Cotton,0.63,Low,Mid,South,23.55
Cotton,1.77,High,Mid,North,54.67
Pulses,0.61,Medium,Late,South,4.55
Rice,0.9,Medium,Mid,North,49.92
Maize,0.4,Medium,Late,West,7.97
Maize,1.14,High,Mid,East,46.17
Mustard,1.05,Low,Initial,South,28.91
Pulses,1.97,Medium,Late,West,13.06
Sugarcane,1.82,High,Mid,South,130.09
Rice,1.47,High,Late,West,39.6
Pulses,1.32,Low,Mid,South,30.55
Rice,0.95,Medium,Initial,Central,44.27
Rice,1.53,Medium,Mid,South,100.92
Rice,0.46,Medium,Mid,Central,30.82
Pulses,0.2,Medium,Late,North,1.59
Mustard,2.26,Medium,Mid,South,70.86
Maize,1.6,Low,Mid,North,97.49
Maize,0.91,High,Mid,East,42.73
Mustard,2.12,High,Mid,Central,52.72
Rice,0.6,Medium,Initial,South,30.93
Sugarcane,0.61,Medium,Initial,North,44.85
Wheat,0.55,Medium,Initial,West,24.55
Pulses,1.49,Medium,Initial,North,24.03
Wheat,0.33,Medium,Initial,South,10.08
Mustard,0.58,Medium,Initial,East,15.48
Sugarcane,1.22,Medium,Late,Central,45.71
Pulses,0.43,Medium,Initial,West,6.45
Mustard,0.63,Medium,Initial,North,13.7
Rice,0.21,Low,Initial,South,11.15
Maize,1.53,Low,Mid,South,92.93
Wheat,0.62,Low,Mid,Central,34.65
Cotton,0.46,Medium,Initial,West,14.5
Cotton,0.4,High,Mid,North,13.88
Sugarcane,0.75,High,Mid,North,50.37
Rice,0.33,Medium,Mid,North,22.04
Wheat,3.89,Low,Mid,Central,217.04
Rice,0.2,Low,Mid,Central,13.49
Wheat,0.73,Medium,Initial,West,29.3
Sugarcane,1.08,Medium,Mid,North,76.81
Sugarcane,0.58,Medium,Late,North,23.5
Cotton,1.16,Low,Mid,West,48.22
Rice,0.57,Low,Initial,West,33.69
Pulses,2.92,Low,Late,West,23.76
Cotton,0.46,Low,Mid,South,22.32
Rice,0.2,Medium,Initial,West,7.98
Cotton,0.4,Low,Mid,East,21.84
Pulses,1.31,Medium,Mid,Central,26.53
Maize,0.92,Medium,Late,West,18.56
Maize,1.69,High,Mid,South,64.04
Maize,1.42,High,Initial,East,49.6
Maize,0.64,Medium,Mid,South,26.33
Mustard,0.71,Low,Late,South,11.24
Wheat,0.76,Medium,Initial,South,28.89
Mustard,3.74,High,Late,South,42.5
Mustard,1.62,Low,Mid,North,54.97
Mustard,3.76,Medium,Mid,Central,110.05
Maize,1.8,High,Mid,North,88.71
Pulses,0.96,Medium,Mid,East,18.93
Sugarcane,0.49,Low,Mid,North,38.88
Sugarcane,1.15,Low,Late,East,44.37
Wheat,0.96,Medium,Initial,West,42.39
Maize,0.94,Low,Mid,East,59.65
Maize,0.86,Medium,Initial,North,28.65
Maize,0.24,Medium,Initial,North,9.79
Cotton,2.42,Low,Mid,East,117.87
Rice,0.97,High,Initial,North,32.4
Cotton,0.37,Medium,Mid,East,14.73
Rice,1.4,Low,Mid,South,98.12
Maize,0.55,High,Late,Central,10.43
Maize,1.48,High,Initial,East,42.94
Cotton,1.85,Medium,Initial,South,52.86
Cotton,2.04,High,Initial,South,50.23
Rice,0.89,Medium,Late,South,23.2
Sugarcane,0.75,High,Mid,South,47.88
Rice,0.65,Medium,Initial,East,31.83
Cotton,0.6,Medium,Late,North,11.19
Pulses,0.99,High,Late,South,7.75
Cotton,0.86,Medium,Late,West,16.39
Pulses,0.56,Low,Initial,South,10.02
Wheat,0.45,Medium,Mid,North,23.08
Cotton,0.93,Medium,Mid,North,33.76
Wheat,0.74,Low,Mid,Central,49.99
Sugarcane,0.45,High,Initial,Central,24.29
Rice,1.79,Low,Initial,South,105.98
Pulses,3.46,Low,Late,South,28.42
Rice,1.96,High,Initial,Central,87.87
Wheat,0.6,Medium,Mid,South,31.41
Pulses,0.97,Low,Mid,West,18.49
Rice,2.94,Medium,Mid,East,181.98
Cotton,0.44,Medium,Mid,Central,18.87
Maize,1.73,Low,Mid,Central,107.13
Wheat,0.36,High,Mid,North,16.05
Rice,3.25,Medium,Mid,South,207.6
Wheat,0.74,Medium,Initial,Central,32.46
Mustard,4.76,Medium,Mid,Central,162.63
Wheat,3.35,Medium,Mid,West,192.92
Pulses,0.93,Medium,Mid,South,19.34
Mustard,0.6,Medium,Mid,East,18.51
Pulses,1.15,Medium,Initial,West,17.84
Maize,0.88,High,Mid,East,38.27
Mustard,0.75,Low,Initial,North,18.94
Cotton,0.31,Medium,Late,Central,5.32
Wheat,0.7,High,Late,West,14.45
Rice,0.46,Low,Initial,East,28.33
Sugarcane,1.47,Low,Initial,South,93.85
Wheat,2.0,Medium,Mid,North,99.81
Wheat,1.68,Medium,Late,North,38.16
Maize,1.27,Low,Mid,Central,66.76
Cotton,0.55,Medium,Mid,Central,18.28
Sugarcane,1.15,Medium,Mid,East,74.22
Mustard,1.74,Medium,Initial,East,41.87
Mustard,0.66,Medium,Mid,North,21.42
Mustard,1.09,Medium,Initial,East,28.94
Pulses,0.9,High,Mid,Central,12.06
Pulses,3.2,High,Initial,North,32.97
Rice,1.81,High,Mid,North,92.06
Sugarcane,1.53,Medium,Late,South,54.06
Mustard,0.3,Medium,Mid,South,10.22
Pulses,1.13,Medium,Mid,East,22.21
Rice,0.9,Low,Initial,East,49.67
Cotton,0.89,Low,Mid,Central,43.46
Rice,0.33,Medium,Initial,Central,15.17
Pulses,0.47,Medium,Mid,South,8.3
Maize,0.95,Medium,Initial,North,36.48
Maize,2.18,High,Initial,West,78.98
Mustard,0.66,Low,Initial,West,18.97
Maize,0.76,Low,Initial,East,31.5
Mustard,3.48,Low,Mid,West,112.95
Mustard,0.81,Medium,Mid,West,24.0
Pulses,0.91,Medium,Initial,South,10.58
Maize,0.92,Medium,Mid,North,44.61
Mustard,0.39,Medium,Mid,Central,12.23
Sugarcane,1.49,High,Mid,South,105.38
Cotton,0.63,High,Late,Central,10.38
Rice,0.98,High,Initial,South,40.36
Rice,1.36,High,Initial,South,46.63
Pulses,3.9,Medium,Mid,West,59.71
Maize,0.4,Low,Late,Central,9.54
Maize,1.83,Low,Mid,South,108.88
Mustard,1.84,Low,Late,West,30.46
Wheat,0.64,Medium,Mid,East,34.36
Mustard,1.52,High,Mid,Central,50.85
Cotton,3.16,Medium,Mid,South,144.98
Sugarcane,0.59,Low,Mid,East,62.52
Rice,1.18,Medium,Mid,West,77.43
Mustard,1.33,High,Mid,South,36.43
Wheat,1.45,Medium,Mid,West,79.07
Wheat,1.71,High,Mid,West,62.52
Mustard,1.12,High,Initial,West,20.31
Pulses,1.43,High,Mid,Central,21.64
Rice,0.53,High,Mid,East,29.23
Pulses,1.12,Medium,Late,East,9.04
Sugarcane,0.72,Low,Mid,North,68.55
Wheat,0.42,Low,Initial,South,15.8
Wheat,0.7,Medium,Initial,West,29.97
Cotton,1.21,Low,Mid,South,55.46
Sugarcane,1.36,High,Initial,East,72.72
Wheat,0.41,Medium,Late,East,11.01
Sugarcane,0.52,High,Initial,West,24.13
Rice,1.66,Medium,Late,Central,45.85
Maize,1.43,Medium,Mid,West,70.48
Wheat,1.86,High,Late,West,33.68
Cotton,2.61,Medium,Initial,North,65.62
Rice,1.46,Medium,Mid,Central,82.03
Mustard,0.75,Low,Initial,South,20.52
Sugarcane,1.08,Medium,Initial,Central,67.24
Mustard,3.2,Medium,Initial,West,75.82
Pulses,6.92,Medium,Mid,West,112.94
Rice,1.38,Medium,Initial,West,57.1
Mustard,1.45,Medium,Late,West,20.03
Wheat,1.66,Medium,Initial,West,66.58
Sugarcane,1.02,Medium,Mid,Central,88.49
Maize,2.26,Medium,Initial,West,78.04
Rice,2.03,High,Mid,East,88.26
Wheat,1.28,Medium,Initial,East,40.6
Cotton,0.8,Medium,Late,North,13.83
Pulses,0.34,Medium,Mid,South,6.16
Sugarcane,1.67,High,Late,East,50.91
Rice,1.16,Medium,Initial,North,53.66
Rice,0.6,Medium,Mid,Central,31.92
Maize,0.45,Medium,Mid,South,17.84
Maize,1.59,Medium,Late,West,35.15
Cotton,0.33,Low,Mid,West,14.39
Pulses,1.23,Medium,Late,Central,9.6
Cotton,1.8,Medium,Initial,South,47.13
Wheat,1.47,High,Mid,East,62.15
Wheat,0.76,Medium,Initial,South,31.45
Cotton,0.42,Medium,Initial,North,13.51
Pulses,1.51,Low,Mid,Central,31.01
Cotton,2.32,High,Late,East,41.15
Pulses,0.67,High,Late,South,4.21
Pulses,1.43,Low,Mid,South,32.65
Mustard,3.03,Low,Late,East,50.76
Sugarcane,1.27,Medium,Mid,North,103.79
Pulses,0.76,Medium,Mid,North,14.91
Maize,2.07,Medium,Initial,South,73.3
Pulses,0.6,Low,Mid,West,11.59
Pulses,0.4,Medium,Initial,East,5.05
Pulses,1.77,Medium,Initial,North,27.03
Mustard,0.75,Medium,Mid,North,24.5
Mustard,0.8,Medium,Late,North,12.45
Wheat,0.64,Medium,Mid,Central,35.89
Mustard,0.72,Medium,Late,West,10.83
Maize,2.67,Medium,Late,North,54.35
Maize,3.2,Low,Initial,West,151.09
Mustard,3.51,Medium,Mid,South,104.13
Cotton,2.14,Medium,Mid,South,85.15
Sugarcane,1.39,Low,Late,Central,62.17
Mustard,0.37,Low,Late,West,7.06
Pulses,0.88,Low,Mid,East,20.04
Rice,4.53,Medium,Mid,Central,314.29
Sugarcane,0.74,High,Mid,North,47.99
Sugarcane,2.89,Low,Initial,South,208.13
Maize,1.04,High,Initial,South,33.01
Sugarcane,0.2,Low,Mid,East,21.68
Mustard,1.57,High,Late,Central,18.54
Pulses,2.43,Medium,Late,West,21.33
Pulses,0.97,Medium,Initial,South,11.53
Wheat,2.37,Medium,Mid,North,145.92
Pulses,0.31,Medium,Late,East,2.32
Pulses,0.38,High,Mid,East,6.42
Maize,1.15,High,Initial,East,35.2
Pulses,1.4,Medium,Mid,North,26.69
Wheat,2.58,Low,Mid,East,147.96
Rice,1.56,Low,Mid,West,121.3
Mustard,0.43,High,Mid,West,12.21
Maize,1.16,Medium,Late,Central,24.24
Rice,1.52,Medium,Initial,Central,79.72
Maize,0.27,Medium,Mid,West,14.16
Cotton,0.97,High,Mid,North,30.31
Sugarcane,0.79,Medium,Initial,Central,45.11
Cotton,0.63,High,Late,East,8.81
Pulses,1.42,High,Initial,West,14.38
Rice,0.45,Medium,Mid,South,24.64
Pulses,1.34,Medium,Late,North,11.7
Sugarcane,1.48,High,Initial,North,83.64
Maize,2.14,Medium,Late,West,37.84
Sugarcane,0.46,High,Mid,South,29.17
Wheat,0.35,Low,Initial,North,14.89
Sugarcane,1.22,Low,Late,Central,55.21
Wheat,0.82,High,Initial,South,27.35
Sugarcane,7.63,Medium,Mid,East,532.91
Mustard,1.38,Medium,Initial,Central,34.69
Wheat,1.04,High,Initial,South,38.65
Rice,0.89,Medium,Late,West,21.77
Pulses,0.43,Medium,Mid,North,7.47
Pulses,1.48,Low,Initial,Central,21.95
Cotton,0.95,High,Mid,West,35.52
Pulses,0.95,High,Mid,South,13.58
Maize,1.07,Low,Late,East,25.58
Mustard,1.17,High,Mid,North,31.1
Sugarcane,0.3,High,Late,North,8.87
Cotton,1.8,Medium,Mid,Central,78.55
Maize,0.55,Medium,Mid,West,29.78
Maize,0.91,Medium,Late,South,21.97
Wheat,2.46,Medium,Initial,South,97.38
Pulses,3.48,Medium,Initial,West,48.63
Rice,0.3,High,Initial,North,14.55
Rice,1.02,Medium,Initial,West,55.96
Cotton,1.21,Medium,Initial,South,34.1
Mustard,0.35,Low,Mid,West,12.96
Rice,1.75,Low,Mid,North,132.44
Sugarcane,1.08,Medium,Mid,Central,96.97
Rice,1.15,Low,Mid,North,93.32
Cotton,0.53,Medium,Initial,East,15.14
Rice,1.34,Medium,Mid,East,79.87
Sugarcane,1.8,High,Mid,West,130.99
Wheat,1.09,Medium,Initial,North,46.59
Mustard,0.7,Medium,Late,North,7.59
Cotton,0.74,Medium,Mid,South,24.38
Wheat,1.17,Low,Late,Central,34.68
Wheat,1.03,Low,Initial,North,54.17
Wheat,1.88,Medium,Mid,West,85.36
Maize,0.71,High,Mid,South,32.7
